Unnamed: 0,demo_id,demo_round_id,round_start_tick,weapon_fire_id,team,detonation_raw_x,detonation_raw_y,detonation_raw_z,throw_from_raw_x,throw_from_raw_y,throw_from_raw_z,throw_tick,detonation_tick,LABEL,TYPE,map_name
15,5375,49656,259569,7073467,T,-599.929,-415.319,-11.7287,-1050.37145996094,264.776214599609,-170.326904296875,9200,9424.0,True,flashbang,de_mirage
16,5375,49665,396573,7074676,CT,488.46,-1640.66,-261.969,-336.91339111328097,-2277.17236328125,-167.96875,10389,10961.0,True,smoke,de_mirage
17,5506,53115,377890,7561323,T,-594.3919999999998,-1120.02,-181.969,-715.405029296875,-1318.14282226562,-167.96875,2916,3198.0,False,smoke,de_mirage
18,5375,49644,108244,7071823,CT,64.8982,-1099.33,368.719,-885.0075073242191,-2332.01440429688,-167.96875,2578,2804.0,False,flashbang,de_mirage
19,5454,51834,225957,7381466,CT,-1228.71,-647.6419999999998,-167.96900000000005,-1120.00378417969,-456.016937255859,-167.96875,7504,7556.0,True,smoke,de_mirage
20,5564,54672,308715,7773062,CT,-1221.63,-558.623,-165.96900000000005,440.1376953125,-674.806945800781,-159.96875,9788,10048.0,True,molotov,de_mirage
21,5375,49651,198647,7072795,CT,-1992.96,391.909,369.685,-2345.58203125,526.2091064453119,-165.71875,8052,8276.0,False,flashbang,de_mirage
22,5506,53096,112086,7558890,T,257.464,-1481.4,-173.96900000000005,-577.081726074219,-2355.39965820312,-169.403396606445,8619,8929.0,True,smoke,de_mirage
23,5453,51791,43300,7375356,T,348.344,-1510.56,-191.137,-879.979858398438,-2263.99609375,-171.08805847168,2548,3012.0,True,smoke,de_mirage
24,5453,51795,100763,7375897,T,-2205.66,178.662,31.2593,-1540.49743652344,741.4035034179691,-47.96875,6152,6292.0,True,molotov,de_mirage
25,5375,49665,396573,7074640,T,-980.915,-527.918,-285.969,1387.08654785156,-82.342658996582,-153.288803100586,7788,8465.0,True,smoke,de_mirage
26,5506,53112,331281,7561046,CT,2.11369,-2318.76,-37.9688,-754.2817993164059,-1333.83166503906,-167.96875,6672,7060.0,True,smoke,de_mirage
27,5649,56983,20865,8098155,CT,613.955,-1709.03,-259.605,-341.69500732421903,-1956.6042480468798,-172.857238769531,7530,7996.0,False,smoke,de_mirage
28,5375,49658,291818,7073680,T,-547.927,-478.684,335.964,613.88232421875,591.197326660156,-126.703804016113,3048,3270.0,True,flashbang,de_mirage
29,5375,49656,259569,7073405,CT,4.01768,-897.2189999999998,447.223,-553.06201171875,-2309.68383789062,-165.261489868164,2798,3022.0,True,flashbang,de_mirage
30,5506,53093,54421,7558326,CT,558.336,-446.699,186.09,217.45286560058602,247.22752380371102,-255.96875,2783,3005.0,True,flashbang,de_mirage
31,5506,53109,287604,7560538,T,-696.29,-654.8480000000002,-269.668,-780.400146484375,-1479.24377441406,-167.96875,3430,3738.0,False,smoke,de_mirage
32,5648,56958,102693,8094476,T,-1328.29,723.258,-68.8469,-2051.9609375,783.9795532226559,-47.96875,6144,6368.0,True,flashbang,de_mirage
33,5564,54661,177632,7771719,CT,-445.939,-2033.62,-177.97,95.73855590820308,-1933.33203125,-167.96875,9692,9952.0,True,smoke,de_mirage
34,5448,51675,211856,7359069,CT,-2356.68,-257.871,-165.96900000000005,-1622.06164550781,-41.63624954223629,-168.940780639648,5321,5443.0,False,molotov,de_mirage
35,643,42187,12283,5974266,T,-1944.15,-343.7630000000001,-165.96900000000005,-160.03125,887.993408203125,-133.018112182617,3523,4561.0,True,smoke,de_mirage
36,5649,56999,282815,8100264,T,-1142.25,-629.259,-165.97400000000005,1388.4309082031198,26.668136596679698,-165.633834838867,2952,3782.0,True,smoke,de_mirage
37,5564,54656,125391,7771114,T,-1936.25,-221.838,-165.96900000000005,-2056.28442382812,426.95166015625,-159.96875,12312,12576.0,True,smoke,de_mirage
38,5454,51834,225957,7381444,T,-206.517,-506.996,-165.993,1422.91943359375,-248.03125,-167.96875,6028,6756.0,False,smoke,de_mirage
39,5564,54671,289960,7772938,T,273.263,-1515.85,-173.96900000000005,39.3719711303711,-1717.96875,-167.96875,4352,4560.0,True,smoke,de_mirage
40,5648,56958,102693,8094559,T,-370.143,-1570.98,-48.2275,-293.320922851562,-1643.8083496093802,-167.96875,9926,10148.0,True,flashbang,de_mirage
41,752,40440,331797,5714632,T,-236.166,-501.312,-165.297,1422.9870605468802,70.9999237060547,-112.90266418457001,1764,2490.0,True,smoke,de_mirage
42,752,40436,292883,5714103,CT,-914.118,-2410.02,-165.96900000000005,1258.34020996094,-871.96875,-143.96875,3895,4723.0,False,smoke,de_mirage
43,5453,51789,21350,7375116,T,280.01,383.021,164.649,1004.15380859375,594.05810546875,-258.97216796875,5623,5843.0,True,flashbang,de_mirage
44,5506,53096,112086,7558893,CT,-994.659,-1476.48,-165.96900000000005,422.7785339355471,350.823089599609,-247.396575927734,9789,10643.0,True,smoke,de_mirage
45,5649,57010,449013,8102139,T,-934.973,-2459.65,-97.9688,-31.9170360565186,-1418.00036621094,-163.396575927734,4651,4925.0,True,molotov,de_mirage
46,5375,49660,330540,7073975,T,237.449,-1544.2,-173.96900000000005,-877.8928833007809,-2262.9814453125,-171.31233215332,7046,7464.0,True,smoke,de_mirage
47,5375,49658,291818,7073799,T,-1218.12,-1238.93,-151.592,-1023.5206298828101,-1418.24267578125,-168.29557800293,15248,15474.0,True,flashbang,de_mirage
48,651,42557,311238,6034118,T,-728.9739999999998,-1538.79,-30.0423,443.459564208984,-1589.87390136719,-233.694854736328,7024,7250.0,True,flashbang,de_mirage
49,5375,49656,259569,7073409,T,-474.521,-360.642,198.102,638.73095703125,629.607971191406,-133.658248901367,3208,3434.0,False,flashbang,de_mirage
50,5454,51831,198874,7381059,CT,-719.1260000000002,-409.07,-168.111,-755.829223632812,292.96875,-163.48747253418,3689,4133.0,True,smoke,de_mirage
51,5375,49656,259569,7073406,CT,-73.1435,-928.231,411.167,-782.108032226562,-2257.89013671875,-177.59436035156205,2868,3094.0,True,flashbang,de_mirage
52,5506,53109,287604,7560548,T,-602.321,-1088.24,-197.969,-453.04568481445295,-649.3165283203119,-274.88214111328097,5814,6124.0,True,smoke,de_mirage
53,5375,49651,198647,7072794,CT,251.109,-1547.77,-162.664,-677.996520996094,-2204.650390625,-179.96875,8030,8252.0,True,flashbang,de_mirage
54,5649,56993,187085,8099456,CT,-655.113,-1287.19,-165.96900000000005,-537.928955078125,-2305.2373046875,-172.132125854492,16510,16844.0,True,smoke,de_mirage
55,5375,49658,291818,7073673,CT,-94.23,-974.012,427.987,-797.7830200195309,-2317.69458007812,-173.531097412109,2588,2810.0,True,flashbang,de_mirage
56,5649,57007,395011,8101663,CT,374.491,-1457.02,-141.543,812.9187622070309,-1656.35485839844,-108.96875,5956,6178.0,True,flashbang,de_mirage
57,5375,49646,128998,7072061,T,-1045.32,665.895,-79.9688,-1975.02795410156,731.376342773438,-47.96875,4214,4358.0,True,smoke,de_mirage
58,5649,56999,282815,8100275,CT,-610.71,-877.607,-253.969,-752.163818359375,-1474.9782714843802,-167.96875,3944,4150.0,True,smoke,de_mirage
59,4244,31291,390403,4360503,T,-600.979,-883.38,-253.995,-707.607177734375,-1438.89538574219,-167.96875,2567,2955.0,True,smoke,de_mirage
60,5375,49650,182366,7072729,CT,-1479.58,-2353.55,22.5907,-594.475402832031,-2219.2587890625,-179.96875,12509,12731.0,True,flashbang,de_mirage
61,5453,51801,182943,7376707,T,-816.471,-2282.7,-177.96900000000005,154.01550292968798,-1671.3955078125,-167.96875,5500,5812.0,False,smoke,de_mirage
62,5564,54649,34232,7770374,T,-791.8969999999998,-234.56,-164.709,-1099.96276855469,-203.295989990234,-59.96875,6348,6612.0,True,smoke,de_mirage
63,5506,53101,181219,7559599,CT,-1195.66,-2476.29,-181.969,74.16363525390621,-1941.6208496093798,-167.96875,6771,7313.0,False,smoke,de_mirage
64,676,42330,82412,5998790,T,-504.917,-1442.09,364.742,247.85182189941398,-148.711120605469,-165.96875,5898,6122.0,True,flashbang,de_mirage
65,5648,56970,253455,8096110,CT,-1136.58,-631.743,-165.96900000000005,1422.30029296875,34.8305816650391,-165.658248901367,2423,3357.0,True,smoke,de_mirage
66,5648,56975,331353,8096922,CT,107.682,-1418.22,111.738,867.078491210938,-1036.00329589844,-251.96875,6074,6298.0,True,flashbang,de_mirage
67,752,40440,331797,5714733,CT,390.275,683.28,-257.969,496.273101806641,679.998474121094,-135.96875,5966,6668.0,False,smoke,de_mirage
68,5564,54654,101375,7770859,CT,-795.413,-2041.05,-177.96900000000005,1239.99938964844,-1023.9916381835899,-254.39875793457,4132,4788.0,True,smoke,de_mirage
69,5564,54656,125391,7771111,T,-2098.47,113.294,-157.969,-1525.7624511718802,741.648559570312,-47.96875,11248,11516.0,False,molotov,de_mirage
70,5375,49665,396573,7074684,T,-1134.08,-619.953,-165.975,475.28610229492205,-636.525695800781,-160.37927246093798,13635,14025.0,True,smoke,de_mirage
71,5453,51791,43300,7375367,T,-1005.75,-1524.01,-165.39,1239.99975585938,-1023.99200439453,-252.186370849609,3328,4184.0,False,smoke,de_mirage
72,5564,54654,101375,7770850,T,-1150.08,-678.707,-165.96900000000005,1422.47399902344,34.8305816650391,-165.658248901367,2424,3308.0,False,smoke,de_mirage
73,5564,54666,233917,7772371,CT,-1545.96,-2460.91,266.406,-1692.5017089843802,-1707.73767089844,-264.13665771484403,12690,12914.0,True,flashbang,de_mirage
74,766,40468,231253,5719383,T,-632.953,-1034.72,-213.969,-558.8792724609381,-750.87158203125,-260.67852783203097,11936,12144.0,True,smoke,de_mirage
75,5375,49656,259569,7073416,T,-1877.15,485.793,490.258,-382.046081542969,562.33447265625,-77.6674499511719,5216,5442.0,True,flashbang,de_mirage
76,766,40472,276467,5719829,T,-712.541,-708.539,-144.952,-1160.93774414062,-775.6984252929691,-167.96875,2460,2684.0,True,flashbang,de_mirage
77,643,42187,12283,5974268,CT,-2373.42,557.7719999999998,-163.988,-2352.43041992188,440.006469726562,-167.96875,4045,4251.0,False,smoke,de_mirage
78,5375,49660,330540,7073968,CT,-241.115,-497.837,-165.334,1422.96875,70.9911422729492,-112.90266418457001,6226,6930.0,True,smoke,de_mirage
79,4244,31291,390403,4360637,T,-741.175,-964.071,-165.99,-30.504590988159197,-422.560394287109,-167.96875,5911,6145.0,True,smoke,de_mirage
80,5375,49656,259569,7073408,T,272.541,-880.077,-162.655,234.074752807617,-37.775661468505895,-187.126663208008,3118,3342.0,True,flashbang,de_mirage
81,5448,51675,211856,7358981,T,-2361.64,778.414,-124.93,-1216.98205566406,689.985717773438,-79.96875,3461,3689.0,True,molotov,de_mirage
82,5649,57007,395011,8101694,T,726.8810000000002,-1530.35,-196.961,1135.16528320312,-1150.63708496094,-256.134002685547,9798,10020.0,True,flashbang,de_mirage
83,676,42337,179545,5999863,CT,255.149,-1536.39,-173.96900000000005,-881.599243164062,-2270.86547851562,-170.632476806641,9634,10074.0,True,smoke,de_mirage
84,5375,49658,291818,7073719,T,-507.24300000000005,-1388.69,343.425,-924.139038085938,-87.56822967529301,-163.396575927734,11652,11874.0,True,flashbang,de_mirage
85,5506,53093,54421,7558440,CT,-1911.42,430.374,-46.2137,-2341.6162109375,-338.952423095703,-167.96875,16763,16985.0,False,flashbang,de_mirage
86,5564,54649,34232,7770334,T,-920.719,518.3580000000002,-80.7411,-1710.97351074219,-1208.00158691406,-246.128005981445,2496,3664.0,True,smoke,de_mirage
87,5649,57004,345885,8101182,T,-726.779,-1617.06,-171.96900000000005,815.5355834960941,-1495.7980957031198,-108.96875,5863,6403.0,False,smoke,de_mirage
88,5448,51681,294216,7359891,T,-1853.44,521.092,-165.428,-1075.57141113281,610.991394042969,-79.96875,3432,3656.0,True,flashbang,de_mirage
89,651,42538,91375,6031211,T,209.578,-311.337,-85.8666,-543.9456787109381,-723.2776489257809,-255.852737426758,3499,3721.0,True,flashbang,de_mirage
90,5453,51802,191752,7376839,T,-1109.3,-2529.04,-165.96900000000005,43.5263252258301,-1517.41784667969,-173.92121887207,8092,8320.0,True,molotov,de_mirage
91,5649,56993,187085,8099470,CT,276.052,-1520.67,-173.96900000000005,161.735595703125,-1694.6296386718802,-167.96875,16746,16952.0,False,smoke,de_mirage
92,5648,56964,177405,8095362,T,-209.215,-499.035,-165.97,1422.95617675781,-248.03125,-167.96875,5604,6330.0,True,smoke,de_mirage
93,5648,56958,102693,8094473,T,-828.5189999999999,-730.2180000000002,238.24400000000003,-776.255004882812,-2289.59130859375,-172.041442871094,5412,5634.0,True,flashbang,de_mirage
94,5648,56973,295626,8096664,T,-1753.13,354.09,-166.423,-1701.43420410156,838.241333007812,-47.96875,10992,11144.0,False,molotov,de_mirage
95,5375,49646,128998,7072059,CT,27.4992,-2319.03,-37.9688,-951.9695434570308,-1437.51574707031,-167.96875,3864,4228.0,True,smoke,de_mirage
96,5506,53093,54421,7558321,T,-158.945,-936.683,-164.938,-799.2528686523441,-667.318176269531,-270.072143554688,2523,2745.0,True,flashbang,de_mirage
97,5742,59610,238873,8473894,T,-665.926,-1510.86,-29.3781,401.86328125,-1593.63806152344,-212.89671325683602,23594,23818.0,False,flashbang,de_mirage
98,5648,56970,253455,8096107,CT,-216.41,-477.258,-165.96900000000005,1422.96875,-248.037979125977,-167.96875,1967,2693.0,True,smoke,de_mirage
99,5564,54666,233917,7772274,T,614.611,-743.9019999999998,459.804,260.75042724609403,111.92235565185499,-227.618759155273,2812,3036.0,True,flashbang,de_mirage
100,5648,56974,309626,8096748,CT,-1143.01,-628.11,-165.96900000000005,1388.4230957031198,26.6586608886719,-165.633834838867,16092,16924.0,True,smoke,de_mirage
101,4244,31259,24496,4355151,T,50.7111,-2214.25,-37.991,-427.095367431641,-2106.80200195312,-179.96875,3076,3362.0,True,smoke,de_mirage
102,5564,54649,34232,7770347,CT,32.9746,-2293.62,-37.9688,142.878509521484,-1979.880859375,-88.52642822265621,3340,3548.0,True,smoke,de_mirage
103,5454,51840,289961,7382350,CT,-1167.59,-1358.69,-172.828,-86.6025238037109,-1638.3820800781198,-167.96875,4536,4772.0,False,molotov,de_mirage
104,766,40472,276467,5719961,T,-1723.07,-1117.62,-175.385,-1646.40539550781,-1341.7744140625,-263.898529052734,8142,8366.0,True,flashbang,de_mirage
105,5649,57004,345885,8101272,CT,-1002.06,-1437.55,-165.96900000000005,77.3904342651367,-2236.17651367188,-39.96875,9901,10315.0,True,smoke,de_mirage
106,643,42205,207114,5976897,CT,191.478,-110.596,-168.734,356.521636962891,180.523345947266,-256.839691162109,2237,2307.0,False,molotov,de_mirage
107,5453,51790,28661,7375300,T,-1863.15,-628.8580000000002,-165.96900000000005,-2029.62585449219,242.596115112305,-159.96875,11340,11524.0,True,molotov,de_mirage
108,5506,53099,158037,7559291,CT,-2305.55,-295.083,-165.96900000000005,-2432.92041015625,457.329193115234,-167.43395996093798,4279,4537.0,True,smoke,de_mirage
109,5506,53096,112086,7558849,T,-204.522,-487.077,-165.96900000000005,1422.86950683594,-248.03125,-167.96875,1751,2475.0,True,smoke,de_mirage
110,676,42337,179545,5999725,CT,-450.105,-1617.65,-37.9688,1148.42517089844,-1183.98693847656,-205.572708129883,4904,5606.0,True,smoke,de_mirage
111,752,40430,218097,5713056,CT,-782.612,-637.524,-97.9785,-1153.23559570312,-774.9869995117191,-167.96875,2522,2744.0,True,flashbang,de_mirage
112,5506,53096,112086,7558872,CT,54.327,-1476.58,-173.96900000000005,668.920654296875,-1630.6298828125,-261.416717529297,2663,2869.0,False,smoke,de_mirage
113,5375,49664,387684,7074515,CT,223.155,-1555.87,-173.96900000000005,-879.96875,-2263.994140625,-171.08279418945298,3752,4170.0,True,smoke,de_mirage
114,676,42337,179545,5999726,T,-828.832,-1867.87,-177.97400000000005,815.983032226562,-1401.50769042969,-108.96875,4934,5556.0,False,smoke,de_mirage
115,676,42337,179545,5999722,CT,-1466.79,724.694,-45.9883,-2329.03295898438,769.922485351562,-126.487030029297,4580,4838.0,True,smoke,de_mirage
116,676,42337,179545,5999723,CT,-913.121,-2411.58,-165.96900000000005,1258.28002929688,-871.96875,-139.396575927734,4804,5634.0,True,smoke,de_mirage
117,5454,51834,225957,7381463,T,-642.933,-1358.4,-165.96900000000005,1239.9970703125,-1159.98278808594,-241.694961547852,7416,8220.0,True,smoke,de_mirage
118,5454,51834,225957,7381462,T,265.772,-1531.1,-173.96900000000005,-879.9149780273441,-2263.97021484375,-171.090408325195,7376,7820.0,True,smoke,de_mirage
119,766,40468,231253,5719304,CT,-1508.59,734.882,-45.9688,-1884.15441894531,-106.802688598633,-167.96875,3008,3346.0,True,smoke,de_mirage
120,5649,57010,449013,8102121,CT,34.2161,-1653.27,-165.96900000000005,-31.916282653808604,-1418.01477050781,-167.96875,3953,4071.0,False,molotov,de_mirage
121,5375,49665,396573,7074703,CT,-787.8839999999999,-188.628,-165.80700000000004,-1004.6405029296899,-93.36508178710942,-167.96875,17259,17467.0,True,smoke,de_mirage
122,676,42330,82412,5998804,CT,-675.8389999999998,-1742.13,85.1028,-920.8068237304692,-2579.32373046875,-167.96875,9478,9700.0,True,flashbang,de_mirage
123,5564,54661,177632,7771701,CT,44.2356,-2278.22,-37.9688,-1711.96875,-761.03125,-163.396667480469,8064,8948.0,True,smoke,de_mirage
124,5375,49664,387684,7074517,CT,-720.309,-584.653,-271.256,-1044.68408203125,-180.225860595703,-367.96875,3772,4186.0,True,smoke,de_mirage
125,651,42557,311238,6034105,T,-264.145,-1490.73,313.414,814.990112304688,-1459.79650878906,-108.96875,5600,5826.0,True,flashbang,de_mirage
126,4244,31291,390403,4360614,T,321.574,-1484.41,-173.96900000000005,-879.978515625,-2263.99975585938,-171.085266113281,4823,5289.0,True,smoke,de_mirage
127,651,42538,91375,6031213,CT,105.35,-1415.59,104.643,868.902099609375,-1036.00085449219,-251.96875,3771,3993.0,True,flashbang,de_mirage
128,5649,56993,187085,8099413,CT,-1075.13,360.735,114.031,1399.76989746094,-361.871337890625,-165.658248901367,13476,14202.0,True,smoke,de_mirage
129,5453,51802,191752,7376863,T,-1133.87,-1147.66,-165.96900000000005,-290.826263427734,-1790.134765625,-167.96875,9000,9200.0,False,molotov,de_mirage
130,651,42557,311238,6034113,T,119.655,-1438.75,120.655,871.2372436523441,-1036.00573730469,-251.96875,6428,6652.0,True,flashbang,de_mirage
131,5506,53101,181219,7559541,T,-230.068,-506.649,-165.141,1422.91357421875,70.96875,-112.90266418457001,1781,2479.0,True,smoke,de_mirage
132,5453,51801,182943,7376632,CT,356.833,-1510.08,-195.382,-879.808837890625,-2263.939453125,-171.10656738281202,2716,3208.0,True,smoke,de_mirage
133,5375,49646,128998,7072055,CT,-584.766,-487.071,-165.972,-54.8464202880859,-448.73684692382795,-165.96875,3526,3736.0,True,smoke,de_mirage
134,5448,51681,294216,7359983,T,-333.96,-2059.56,-169.91,-224.788665771484,-1639.7421875,-167.96875,7286,7512.0,False,flashbang,de_mirage
135,5564,54656,125391,7771083,CT,-693.06,-1050.22,-213.969,-482.0988464355471,-550.445373535156,-271.839935302734,10580,10944.0,False,smoke,de_mirage
136,5564,54649,34232,7770373,T,-1131.32,-619.5790000000002,-165.96900000000005,441.173217773438,-651.465881347656,-159.96875,6148,6508.0,True,smoke,de_mirage
137,752,40419,99282,5711647,CT,-608.841,-778.4810000000001,-218.986,395.447143554688,-90.2691879272461,-174.35046386718795,3187,3409.0,True,flashbang,de_mirage
138,5453,51795,100763,7375864,T,-2322.7,818.455,-118.542,-1148.50744628906,692.4738159179691,-79.96875,4512,4752.0,False,molotov,de_mirage
139,5564,54666,233917,7772269,T,116.543,-1590.29,107.635,1337.11315917969,-924.1478881835941,-167.96875,2556,2784.0,True,flashbang,de_mirage
140,5448,51681,294216,7359882,T,-229.847,-1054.96,435.831,-848.1309204101559,-2346.578125,-167.797500610352,2590,2816.0,True,flashbang,de_mirage
141,5649,57007,395011,8101658,T,-1039.52,-351.83,-365.589,-639.0341796875,-899.089111328125,-234.420486450195,5420,5642.0,True,flashbang,de_mirage
142,5648,56975,331353,8096921,CT,369.139,-1468.23,-148.317,815.989868164062,-1661.7810058593802,-108.96875,6060,6284.0,True,flashbang,de_mirage
143,5648,56971,263802,8096327,CT,-656.421,-1374.7,-165.96900000000005,360.03536987304705,-691.985961914062,-162.496780395508,10089,10973.0,True,smoke,de_mirage
144,5648,56959,115032,8094596,CT,503.714,-526.212,301.807,247.061096191406,321.311676025391,-257.822967529297,2530,2752.0,True,flashbang,de_mirage
145,752,40419,99282,5711635,CT,-58.415,-1703.48,299.011,1058.69970703125,-1047.30773925781,-262.283935546875,2125,2347.0,True,flashbang,de_mirage
146,676,42332,116977,5999090,T,-986.627,193.515,20.1923,-298.509185791016,-898.267333984375,-167.96875,6148,6372.0,True,flashbang,de_mirage
147,676,42327,33764,5998259,T,-698.825,-1224.59,-165.96900000000005,-455.125793457031,-549.76123046875,-271.66302490234403,3284,3468.0,True,molotov,de_mirage
148,5375,49650,182366,7072738,T,-1787.84,-2782.13,346.15,-1504.8356933593802,-1771.22595214844,-261.96875,13441,13665.0,True,flashbang,de_mirage
149,5649,56993,187085,8099411,T,-223.189,-503.624,-165.917,1422.96875,70.994758605957,-112.90266418457001,13352,14080.0,True,smoke,de_mirage
150,5375,49644,108244,7071827,T,-568.4730000000002,-618.931,-270.222,357.847351074219,-44.917781829834006,-192.127883911133,2808,3032.0,True,flashbang,de_mirage
151,5649,56983,20865,8098194,T,-633.7130000000002,-1360.75,-165.96900000000005,-535.7576904296881,-2365.36108398438,-167.96875,10082,10416.0,True,smoke,de_mirage
152,752,40436,292883,5714104,T,-1419.21,724.83,-61.9688,-2325.22778320312,781.77490234375,-125.65769195556601,3945,4307.0,True,smoke,de_mirage
153,5649,56983,20865,8098163,T,-1389.34,687.378,-77.9739,-2415.96875,-115.756881713867,-155.660446166992,8860,9276.0,True,smoke,de_mirage
154,5375,49646,128998,7072095,CT,-173.489,-1799.93,-165.96900000000005,-1205.50134277344,-1270.34985351562,-167.96875,5938,6330.0,False,smoke,de_mirage
155,5648,56971,263802,8096326,T,-1133.83,-618.8340000000002,-165.96900000000005,431.550384521484,-648.8660888671881,-160.189880371094,9577,9993.0,True,smoke,de_mirage
156,5648,56973,295626,8096560,CT,-744.25,-869.55,-165.96900000000005,176.00221252441398,-238.902191162109,-151.96875,2676,2910.0,True,molotov,de_mirage
157,5648,56971,263802,8096406,CT,-557.61,-2214.79,-179.96900000000005,-254.708358764648,-1635.08679199219,-167.96875,13625,13851.0,True,smoke,de_mirage
158,5375,49651,198647,7072858,CT,-1892.02,-539.183,-157.91299999999995,-2065.69750976562,482.064117431641,-162.483810424805,11318,11542.0,True,flashbang,de_mirage
159,5375,49650,182366,7072643,T,124.138,-1561.06,-46.1342,-1121.40649414062,-2445.63330078125,-167.96875,2944,3170.0,True,flashbang,de_mirage
160,5375,49650,182366,7072737,CT,-1304.66,-2542.52,-73.2653,-1572.64270019531,-1816.41442871094,-242.196533203125,13307,13533.0,True,flashbang,de_mirage
161,676,42332,116977,5999032,CT,-624.615,-1317.42,245.194,306.31927490234403,-45.3001022338867,-186.580841064453,2806,3026.0,False,flashbang,de_mirage
162,5648,56975,331353,8097027,T,780.0189999999999,-1419.81,44.448,743.62109375,-1206.07971191406,-261.693817138672,11064,11286.0,False,flashbang,de_mirage
163,5375,49650,182366,7072736,T,-1961.96,-2575.27,214.601,-1548.1965332031198,-1471.02197265625,-259.96875,13259,13481.0,True,flashbang,de_mirage
164,5742,59610,238873,8473893,CT,-594.305,-1518.06,-20.9971,438.683685302734,-1590.39453125,-231.306915283203,23284,23506.0,False,flashbang,de_mirage
165,766,40468,231253,5719290,T,292.964,-1497.66,-173.96900000000005,-542.691345214844,-2253.6962890625,-176.915237426758,2276,2562.0,True,smoke,de_mirage
166,5448,51681,294216,7359949,T,-1507.38,-2384.48,267.891,-1596.91833496094,-770.2357788085941,-167.968765258789,5624,5848.0,True,flashbang,de_mirage
167,5506,53112,331281,7561076,CT,-2352.48,487.557,-165.96900000000005,-2206.712890625,510.694488525391,-167.96875,15990,16194.0,True,smoke,de_mirage
168,752,40419,99282,5711659,T,0.790626,-1716.97,-89.8493,-973.908447265625,-2565.05126953125,-167.96875,6223,6447.0,True,flashbang,de_mirage
169,676,42330,82412,5998746,CT,621.387,-636.515,356.219,193.67897033691398,-29.8718280792236,-186.513320922852,2788,3010.0,False,flashbang,de_mirage
170,5375,49660,330540,7074011,CT,-795.2810000000002,-1249.87,-165.96900000000005,-194.178604125977,-2049.16552734375,-167.959823608398,11562,12058.0,False,smoke,de_mirage
171,5564,54656,125391,7771050,T,-798.429,-305.361,-165.377,1422.96875,-367.978576660156,-161.183731079102,7296,8388.0,True,smoke,de_mirage
172,5564,54654,101375,7770905,T,-851.3939999999999,-2400.72,-169.96900000000005,-1096.49475097656,-2235.29052734375,-170.78097534179702,8460,8692.0,True,smoke,de_mirage
173,5375,49658,291818,7073694,T,-780.428,-850.194,370.794,-291.2060546875,-2189.85693359375,-164.21145629882798,3902,4126.0,True,flashbang,de_mirage
174,5649,57010,449013,8102131,CT,-907.013,-2414.43,-165.96900000000005,-256.567352294922,-1605.3146972656198,-167.96875,4465,4705.0,True,molotov,de_mirage
