,demo_id,demo_round_id,round_start_tick,weapon_fire_id,team,detonation_raw_x,detonation_raw_y,detonation_raw_z,throw_from_raw_x,throw_from_raw_y,throw_from_raw_z,throw_tick,detonation_tick,LABEL,TYPE,map_name
52,5506,53109,287604,7560548,T,-602.321,-1088.24,-197.96900000000002,-453.04568481445295,-649.3165283203119,-274.88214111328097,5814,6124.0,True,smoke,de_mirage
53,5375,49651,198647,7072794,CT,251.109,-1547.77,-162.664,-677.996520996094,-2204.650390625,-179.96875,8030,8252.0,True,flashbang,de_mirage
54,5649,56993,187085,8099456,CT,-655.113,-1287.19,-165.96900000000002,-537.928955078125,-2305.2373046875,-172.132125854492,16510,16844.0,True,smoke,de_mirage
55,5375,49658,291818,7073673,CT,-94.23,-974.012,427.98699999999997,-797.7830200195309,-2317.69458007812,-173.531097412109,2588,2810.0,True,flashbang,de_mirage
56,5649,57007,395011,8101663,CT,374.491,-1457.02,-141.543,812.9187622070309,-1656.35485839844,-108.96875,5956,6178.0,True,flashbang,de_mirage
57,5375,49646,128998,7072061,T,-1045.32,665.895,-79.9688,-1975.02795410156,731.376342773438,-47.96875,4214,4358.0,True,smoke,de_mirage
58,5649,56999,282815,8100275,CT,-610.71,-877.607,-253.96900000000002,-752.163818359375,-1474.9782714843802,-167.96875,3944,4150.0,True,smoke,de_mirage
59,4244,31291,390403,4360503,T,-600.979,-883.38,-253.995,-707.607177734375,-1438.89538574219,-167.96875,2567,2955.0,True,smoke,de_mirage
60,5375,49650,182366,7072729,CT,-1479.58,-2353.55,22.5907,-594.475402832031,-2219.2587890625,-179.96875,12509,12731.0,True,flashbang,de_mirage
61,5453,51801,182943,7376707,T,-816.471,-2282.7,-177.96900000000002,154.01550292968798,-1671.3955078125,-167.96875,5500,5812.0,False,smoke,de_mirage
62,5564,54649,34232,7770374,T,-791.8969999999999,-234.56,-164.709,-1099.96276855469,-203.295989990234,-59.96875,6348,6612.0,True,smoke,de_mirage
63,5506,53101,181219,7559599,CT,-1195.66,-2476.29,-181.96900000000002,74.16363525390621,-1941.6208496093802,-167.96875,6771,7313.0,False,smoke,de_mirage
64,676,42330,82412,5998790,T,-504.917,-1442.09,364.74199999999996,247.85182189941398,-148.711120605469,-165.96875,5898,6122.0,True,flashbang,de_mirage
65,5648,56970,253455,8096110,CT,-1136.58,-631.743,-165.96900000000002,1422.30029296875,34.8305816650391,-165.658248901367,2423,3357.0,True,smoke,de_mirage
66,5648,56975,331353,8096922,CT,107.682,-1418.22,111.738,867.078491210938,-1036.00329589844,-251.96875,6074,6298.0,True,flashbang,de_mirage
67,752,40440,331797,5714733,CT,390.275,683.28,-257.969,496.273101806641,679.998474121094,-135.96875,5966,6668.0,False,smoke,de_mirage
68,5564,54654,101375,7770859,CT,-795.413,-2041.05,-177.96900000000002,1239.99938964844,-1023.9916381835901,-254.39875793457,4132,4788.0,True,smoke,de_mirage
69,5564,54656,125391,7771111,T,-2098.47,113.294,-157.969,-1525.7624511718802,741.648559570312,-47.96875,11248,11516.0,False,molotov,de_mirage
70,5375,49665,396573,7074684,T,-1134.08,-619.953,-165.975,475.28610229492205,-636.525695800781,-160.37927246093798,13635,14025.0,True,smoke,de_mirage
71,5453,51791,43300,7375367,T,-1005.75,-1524.01,-165.39,1239.99975585938,-1023.99200439453,-252.186370849609,3328,4184.0,False,smoke,de_mirage
72,5564,54654,101375,7770850,T,-1150.08,-678.707,-165.96900000000002,1422.47399902344,34.8305816650391,-165.658248901367,2424,3308.0,False,smoke,de_mirage
73,5564,54666,233917,7772371,CT,-1545.96,-2460.91,266.406,-1692.5017089843802,-1707.73767089844,-264.13665771484403,12690,12914.0,True,flashbang,de_mirage
74,766,40468,231253,5719383,T,-632.953,-1034.72,-213.96900000000002,-558.8792724609381,-750.87158203125,-260.67852783203097,11936,12144.0,True,smoke,de_mirage
75,5375,49656,259569,7073416,T,-1877.15,485.793,490.25800000000004,-382.046081542969,562.33447265625,-77.6674499511719,5216,5442.0,True,flashbang,de_mirage
76,766,40472,276467,5719829,T,-712.541,-708.539,-144.952,-1160.93774414062,-775.6984252929691,-167.96875,2460,2684.0,True,flashbang,de_mirage
77,643,42187,12283,5974268,CT,-2373.42,557.7719999999999,-163.988,-2352.43041992188,440.006469726562,-167.96875,4045,4251.0,False,smoke,de_mirage
78,5375,49660,330540,7073968,CT,-241.115,-497.837,-165.334,1422.96875,70.9911422729492,-112.90266418456999,6226,6930.0,True,smoke,de_mirage
79,4244,31291,390403,4360637,T,-741.175,-964.071,-165.99,-30.504590988159197,-422.560394287109,-167.96875,5911,6145.0,True,smoke,de_mirage
80,5375,49656,259569,7073408,T,272.541,-880.077,-162.655,234.074752807617,-37.775661468505895,-187.126663208008,3118,3342.0,True,flashbang,de_mirage
81,5448,51675,211856,7358981,T,-2361.64,778.414,-124.93,-1216.98205566406,689.985717773438,-79.96875,3461,3689.0,True,molotov,de_mirage
82,5649,57007,395011,8101694,T,726.8810000000001,-1530.35,-196.96099999999998,1135.16528320312,-1150.63708496094,-256.134002685547,9798,10020.0,True,flashbang,de_mirage
83,676,42337,179545,5999863,CT,255.149,-1536.39,-173.96900000000002,-881.599243164062,-2270.86547851562,-170.632476806641,9634,10074.0,True,smoke,de_mirage
84,5375,49658,291818,7073719,T,-507.24300000000005,-1388.69,343.425,-924.139038085938,-87.56822967529301,-163.396575927734,11652,11874.0,True,flashbang,de_mirage
85,5506,53093,54421,7558440,CT,-1911.42,430.374,-46.2137,-2341.6162109375,-338.952423095703,-167.96875,16763,16985.0,False,flashbang,de_mirage
86,5564,54649,34232,7770334,T,-920.7189999999999,518.3580000000001,-80.7411,-1710.97351074219,-1208.00158691406,-246.128005981445,2496,3664.0,True,smoke,de_mirage
87,5649,57004,345885,8101182,T,-726.779,-1617.06,-171.96900000000002,815.5355834960941,-1495.7980957031198,-108.96875,5863,6403.0,False,smoke,de_mirage
88,5448,51681,294216,7359891,T,-1853.44,521.092,-165.428,-1075.57141113281,610.991394042969,-79.96875,3432,3656.0,True,flashbang,de_mirage
89,651,42538,91375,6031211,T,209.578,-311.337,-85.8666,-543.9456787109381,-723.2776489257809,-255.852737426758,3499,3721.0,True,flashbang,de_mirage
90,5453,51802,191752,7376839,T,-1109.3,-2529.04,-165.96900000000002,43.5263252258301,-1517.41784667969,-173.92121887207,8092,8320.0,True,molotov,de_mirage
91,5649,56993,187085,8099470,CT,276.052,-1520.67,-173.96900000000002,161.735595703125,-1694.6296386718802,-167.96875,16746,16952.0,False,smoke,de_mirage
92,5648,56964,177405,8095362,T,-209.215,-499.035,-165.97,1422.95617675781,-248.03125,-167.96875,5604,6330.0,True,smoke,de_mirage
93,5648,56958,102693,8094473,T,-828.5189999999999,-730.2180000000001,238.24400000000003,-776.255004882812,-2289.59130859375,-172.041442871094,5412,5634.0,True,flashbang,de_mirage
94,5648,56973,295626,8096664,T,-1753.13,354.09,-166.423,-1701.43420410156,838.241333007812,-47.96875,10992,11144.0,False,molotov,de_mirage
95,5375,49646,128998,7072059,CT,27.4992,-2319.03,-37.9688,-951.9695434570309,-1437.51574707031,-167.96875,3864,4228.0,True,smoke,de_mirage
96,5506,53093,54421,7558321,T,-158.945,-936.683,-164.938,-799.2528686523441,-667.318176269531,-270.072143554688,2523,2745.0,True,flashbang,de_mirage
97,5742,59610,238873,8473894,T,-665.926,-1510.86,-29.3781,401.86328125,-1593.63806152344,-212.89671325683602,23594,23818.0,False,flashbang,de_mirage
98,5648,56970,253455,8096107,CT,-216.41,-477.25800000000004,-165.96900000000002,1422.96875,-248.037979125977,-167.96875,1967,2693.0,True,smoke,de_mirage
99,5564,54666,233917,7772274,T,614.611,-743.9019999999999,459.80400000000003,260.75042724609403,111.92235565185499,-227.618759155273,2812,3036.0,True,flashbang,de_mirage
100,5648,56974,309626,8096748,CT,-1143.01,-628.11,-165.96900000000002,1388.4230957031198,26.6586608886719,-165.633834838867,16092,16924.0,True,smoke,de_mirage
101,4244,31259,24496,4355151,T,50.7111,-2214.25,-37.991,-427.095367431641,-2106.80200195312,-179.96875,3076,3362.0,True,smoke,de_mirage
102,5564,54649,34232,7770347,CT,32.9746,-2293.62,-37.9688,142.878509521484,-1979.880859375,-88.52642822265621,3340,3548.0,True,smoke,de_mirage
103,5454,51840,289961,7382350,CT,-1167.59,-1358.69,-172.828,-86.6025238037109,-1638.3820800781198,-167.96875,4536,4772.0,False,molotov,de_mirage
104,766,40472,276467,5719961,T,-1723.07,-1117.62,-175.385,-1646.40539550781,-1341.7744140625,-263.898529052734,8142,8366.0,True,flashbang,de_mirage
105,5649,57004,345885,8101272,CT,-1002.06,-1437.55,-165.96900000000002,77.3904342651367,-2236.17651367188,-39.96875,9901,10315.0,True,smoke,de_mirage
106,643,42205,207114,5976897,CT,191.47799999999998,-110.596,-168.734,356.521636962891,180.523345947266,-256.839691162109,2237,2307.0,False,molotov,de_mirage
107,5453,51790,28661,7375300,T,-1863.15,-628.8580000000001,-165.96900000000002,-2029.62585449219,242.596115112305,-159.96875,11340,11524.0,True,molotov,de_mirage
108,5506,53099,158037,7559291,CT,-2305.55,-295.08299999999997,-165.96900000000002,-2432.92041015625,457.329193115234,-167.43395996093798,4279,4537.0,True,smoke,de_mirage
109,5506,53096,112086,7558849,T,-204.52200000000002,-487.077,-165.96900000000002,1422.86950683594,-248.03125,-167.96875,1751,2475.0,True,smoke,de_mirage
110,676,42337,179545,5999725,CT,-450.105,-1617.65,-37.9688,1148.42517089844,-1183.98693847656,-205.572708129883,4904,5606.0,True,smoke,de_mirage
111,752,40430,218097,5713056,CT,-782.612,-637.524,-97.9785,-1153.23559570312,-774.9869995117191,-167.96875,2522,2744.0,True,flashbang,de_mirage
112,5506,53096,112086,7558872,CT,54.327,-1476.58,-173.96900000000002,668.920654296875,-1630.6298828125,-261.416717529297,2663,2869.0,False,smoke,de_mirage
113,5375,49664,387684,7074515,CT,223.155,-1555.87,-173.96900000000002,-879.96875,-2263.994140625,-171.08279418945298,3752,4170.0,True,smoke,de_mirage
114,676,42337,179545,5999726,T,-828.832,-1867.87,-177.97400000000002,815.983032226562,-1401.50769042969,-108.96875,4934,5556.0,False,smoke,de_mirage
115,676,42337,179545,5999722,CT,-1466.79,724.694,-45.9883,-2329.03295898438,769.922485351562,-126.487030029297,4580,4838.0,True,smoke,de_mirage
116,676,42337,179545,5999723,CT,-913.1210000000001,-2411.58,-165.96900000000002,1258.28002929688,-871.96875,-139.396575927734,4804,5634.0,True,smoke,de_mirage
117,5454,51834,225957,7381463,T,-642.933,-1358.4,-165.96900000000002,1239.9970703125,-1159.98278808594,-241.694961547852,7416,8220.0,True,smoke,de_mirage
118,5454,51834,225957,7381462,T,265.772,-1531.1,-173.96900000000002,-879.9149780273441,-2263.97021484375,-171.090408325195,7376,7820.0,True,smoke,de_mirage
119,766,40468,231253,5719304,CT,-1508.59,734.882,-45.9688,-1884.15441894531,-106.802688598633,-167.96875,3008,3346.0,True,smoke,de_mirage
120,5649,57010,449013,8102121,CT,34.2161,-1653.27,-165.96900000000002,-31.916282653808604,-1418.01477050781,-167.96875,3953,4071.0,False,molotov,de_mirage
121,5375,49665,396573,7074703,CT,-787.8839999999999,-188.628,-165.80700000000002,-1004.6405029296901,-93.36508178710942,-167.96875,17259,17467.0,True,smoke,de_mirage
122,676,42330,82412,5998804,CT,-675.8389999999999,-1742.13,85.1028,-920.8068237304691,-2579.32373046875,-167.96875,9478,9700.0,True,flashbang,de_mirage
123,5564,54661,177632,7771701,CT,44.2356,-2278.22,-37.9688,-1711.96875,-761.03125,-163.396667480469,8064,8948.0,True,smoke,de_mirage
124,5375,49664,387684,7074517,CT,-720.309,-584.653,-271.256,-1044.68408203125,-180.225860595703,-367.96875,3772,4186.0,True,smoke,de_mirage
125,651,42557,311238,6034105,T,-264.145,-1490.73,313.414,814.990112304688,-1459.79650878906,-108.96875,5600,5826.0,True,flashbang,de_mirage
126,4244,31291,390403,4360614,T,321.574,-1484.41,-173.96900000000002,-879.978515625,-2263.99975585938,-171.085266113281,4823,5289.0,True,smoke,de_mirage
127,651,42538,91375,6031213,CT,105.35,-1415.59,104.64299999999999,868.902099609375,-1036.00085449219,-251.96875,3771,3993.0,True,flashbang,de_mirage
128,5649,56993,187085,8099413,CT,-1075.13,360.735,114.031,1399.76989746094,-361.871337890625,-165.658248901367,13476,14202.0,True,smoke,de_mirage
129,5453,51802,191752,7376863,T,-1133.87,-1147.66,-165.96900000000002,-290.826263427734,-1790.134765625,-167.96875,9000,9200.0,False,molotov,de_mirage
130,651,42557,311238,6034113,T,119.655,-1438.75,120.655,871.2372436523441,-1036.00573730469,-251.96875,6428,6652.0,True,flashbang,de_mirage
131,5506,53101,181219,7559541,T,-230.06799999999998,-506.649,-165.141,1422.91357421875,70.96875,-112.90266418456999,1781,2479.0,True,smoke,de_mirage
132,5453,51801,182943,7376632,CT,356.833,-1510.08,-195.382,-879.808837890625,-2263.939453125,-171.10656738281202,2716,3208.0,True,smoke,de_mirage
133,5375,49646,128998,7072055,CT,-584.766,-487.07099999999997,-165.972,-54.8464202880859,-448.73684692382795,-165.96875,3526,3736.0,True,smoke,de_mirage
134,5448,51681,294216,7359983,T,-333.96,-2059.56,-169.91,-224.788665771484,-1639.7421875,-167.96875,7286,7512.0,False,flashbang,de_mirage
135,5564,54656,125391,7771083,CT,-693.06,-1050.22,-213.96900000000002,-482.09884643554705,-550.445373535156,-271.839935302734,10580,10944.0,False,smoke,de_mirage
136,5564,54649,34232,7770373,T,-1131.32,-619.5790000000001,-165.96900000000002,441.173217773438,-651.465881347656,-159.96875,6148,6508.0,True,smoke,de_mirage
137,752,40419,99282,5711647,CT,-608.841,-778.4810000000001,-218.986,395.447143554688,-90.2691879272461,-174.35046386718798,3187,3409.0,True,flashbang,de_mirage
138,5453,51795,100763,7375864,T,-2322.7,818.455,-118.542,-1148.50744628906,692.4738159179691,-79.96875,4512,4752.0,False,molotov,de_mirage
139,5564,54666,233917,7772269,T,116.54299999999999,-1590.29,107.635,1337.11315917969,-924.1478881835941,-167.96875,2556,2784.0,True,flashbang,de_mirage
140,5448,51681,294216,7359882,T,-229.847,-1054.96,435.83099999999996,-848.1309204101559,-2346.578125,-167.797500610352,2590,2816.0,True,flashbang,de_mirage
141,5649,57007,395011,8101658,T,-1039.52,-351.83,-365.589,-639.0341796875,-899.089111328125,-234.420486450195,5420,5642.0,True,flashbang,de_mirage
142,5648,56975,331353,8096921,CT,369.139,-1468.23,-148.317,815.989868164062,-1661.7810058593802,-108.96875,6060,6284.0,True,flashbang,de_mirage
143,5648,56971,263802,8096327,CT,-656.421,-1374.7,-165.96900000000002,360.03536987304705,-691.985961914062,-162.496780395508,10089,10973.0,True,smoke,de_mirage
144,5648,56959,115032,8094596,CT,503.714,-526.212,301.807,247.061096191406,321.311676025391,-257.822967529297,2530,2752.0,True,flashbang,de_mirage
145,752,40419,99282,5711635,CT,-58.415,-1703.48,299.01099999999997,1058.69970703125,-1047.30773925781,-262.283935546875,2125,2347.0,True,flashbang,de_mirage
146,676,42332,116977,5999090,T,-986.627,193.515,20.1923,-298.509185791016,-898.267333984375,-167.96875,6148,6372.0,True,flashbang,de_mirage
147,676,42327,33764,5998259,T,-698.825,-1224.59,-165.96900000000002,-455.125793457031,-549.76123046875,-271.66302490234403,3284,3468.0,True,molotov,de_mirage
148,5375,49650,182366,7072738,T,-1787.84,-2782.13,346.15,-1504.8356933593802,-1771.22595214844,-261.96875,13441,13665.0,True,flashbang,de_mirage
149,5649,56993,187085,8099411,T,-223.18900000000002,-503.624,-165.917,1422.96875,70.994758605957,-112.90266418456999,13352,14080.0,True,smoke,de_mirage
150,5375,49644,108244,7071827,T,-568.4730000000001,-618.931,-270.222,357.847351074219,-44.917781829834006,-192.127883911133,2808,3032.0,True,flashbang,de_mirage
151,5649,56983,20865,8098194,T,-633.7130000000001,-1360.75,-165.96900000000002,-535.7576904296881,-2365.36108398438,-167.96875,10082,10416.0,True,smoke,de_mirage
152,752,40436,292883,5714104,T,-1419.21,724.83,-61.9688,-2325.22778320312,781.77490234375,-125.65769195556601,3945,4307.0,True,smoke,de_mirage
153,5649,56983,20865,8098163,T,-1389.34,687.378,-77.9739,-2415.96875,-115.756881713867,-155.660446166992,8860,9276.0,True,smoke,de_mirage
154,5375,49646,128998,7072095,CT,-173.489,-1799.93,-165.96900000000002,-1205.50134277344,-1270.34985351562,-167.96875,5938,6330.0,False,smoke,de_mirage
155,5648,56971,263802,8096326,T,-1133.83,-618.8340000000001,-165.96900000000002,431.550384521484,-648.8660888671881,-160.189880371094,9577,9993.0,True,smoke,de_mirage
156,5648,56973,295626,8096560,CT,-744.25,-869.55,-165.96900000000002,176.00221252441398,-238.902191162109,-151.96875,2676,2910.0,True,molotov,de_mirage
157,5648,56971,263802,8096406,CT,-557.61,-2214.79,-179.96900000000002,-254.708358764648,-1635.08679199219,-167.96875,13625,13851.0,True,smoke,de_mirage
158,5375,49651,198647,7072858,CT,-1892.02,-539.183,-157.91299999999998,-2065.69750976562,482.064117431641,-162.483810424805,11318,11542.0,True,flashbang,de_mirage
159,5375,49650,182366,7072643,T,124.13799999999999,-1561.06,-46.1342,-1121.40649414062,-2445.63330078125,-167.96875,2944,3170.0,True,flashbang,de_mirage
160,5375,49650,182366,7072737,CT,-1304.66,-2542.52,-73.2653,-1572.64270019531,-1816.41442871094,-242.196533203125,13307,13533.0,True,flashbang,de_mirage
161,676,42332,116977,5999032,CT,-624.615,-1317.42,245.19400000000002,306.31927490234403,-45.3001022338867,-186.580841064453,2806,3026.0,False,flashbang,de_mirage
162,5648,56975,331353,8097027,T,780.0189999999999,-1419.81,44.448,743.62109375,-1206.07971191406,-261.693817138672,11064,11286.0,False,flashbang,de_mirage
163,5375,49650,182366,7072736,T,-1961.96,-2575.27,214.601,-1548.1965332031198,-1471.02197265625,-259.96875,13259,13481.0,True,flashbang,de_mirage
164,5742,59610,238873,8473893,CT,-594.305,-1518.06,-20.9971,438.683685302734,-1590.39453125,-231.306915283203,23284,23506.0,False,flashbang,de_mirage
165,766,40468,231253,5719290,T,292.964,-1497.66,-173.96900000000002,-542.691345214844,-2253.6962890625,-176.915237426758,2276,2562.0,True,smoke,de_mirage
166,5448,51681,294216,7359949,T,-1507.38,-2384.48,267.89099999999996,-1596.91833496094,-770.2357788085941,-167.968765258789,5624,5848.0,True,flashbang,de_mirage
167,5506,53112,331281,7561076,CT,-2352.48,487.55699999999996,-165.96900000000002,-2206.712890625,510.694488525391,-167.96875,15990,16194.0,True,smoke,de_mirage
168,752,40419,99282,5711659,T,0.790626,-1716.97,-89.8493,-973.908447265625,-2565.05126953125,-167.96875,6223,6447.0,True,flashbang,de_mirage
169,676,42330,82412,5998746,CT,621.387,-636.515,356.219,193.67897033691398,-29.8718280792236,-186.513320922852,2788,3010.0,False,flashbang,de_mirage
170,5375,49660,330540,7074011,CT,-795.2810000000001,-1249.87,-165.96900000000002,-194.178604125977,-2049.16552734375,-167.959823608398,11562,12058.0,False,smoke,de_mirage
171,5564,54656,125391,7771050,T,-798.429,-305.361,-165.377,1422.96875,-367.978576660156,-161.183731079102,7296,8388.0,True,smoke,de_mirage
172,5564,54654,101375,7770905,T,-851.3939999999999,-2400.72,-169.96900000000002,-1096.49475097656,-2235.29052734375,-170.78097534179702,8460,8692.0,True,smoke,de_mirage
